# frame times for dvs-video.avi
# frame# time(s)
0	  0.008427
1	  0.013427
2	  0.018427
3	  0.023427
4	  0.028427
5	  0.033427
6	  0.038427
7	  0.043427
8	  0.048427
9	  0.053427
10	  0.058427
11	  0.063427
12	  0.068427
13	  0.073427
14	  0.078427
15	  0.083427
16	  0.088427
17	  0.093427
18	  0.098427
19	  0.103427
20	  0.108427
21	  0.113427
22	  0.118427
23	  0.123427
24	  0.128427
25	  0.133427
26	  0.138427
27	  0.143427
28	  0.148427
29	  0.153427
30	  0.158427
31	  0.163427
32	  0.168427
33	  0.173427
34	  0.178427
35	  0.183427
36	  0.188427
37	  0.193427
38	  0.198427
39	  0.203427
40	  0.208427
41	  0.213427
42	  0.218427
43	  0.223427
44	  0.228427
45	  0.233427
46	  0.238427
47	  0.243427
48	  0.248427
49	  0.253427
50	  0.258427
51	  0.263427
52	  0.268427
53	  0.273427
54	  0.278427
55	  0.283427
56	  0.288427
57	  0.293427
58	  0.298427
59	  0.303427
60	  0.308427
61	  0.313427
62	  0.318427
63	  0.323427
64	  0.328427
65	  0.333427
66	  0.338427
67	  0.343427
68	  0.348427
69	  0.353427
70	  0.358427
71	  0.363427
72	  0.368427
73	  0.373427
74	  0.378427
75	  0.383427
76	  0.388427
77	  0.393427
78	  0.398427
79	  0.403427
80	  0.408427
81	  0.413427
82	  0.418427
83	  0.423427
84	  0.428427
85	  0.433427
86	  0.438427
87	  0.443427
88	  0.448427
89	  0.453427
90	  0.458427
91	  0.463427
92	  0.468427
93	  0.473427
94	  0.478427
95	  0.483427
96	  0.488427
97	  0.493427
98	  0.498427
99	  0.503427
100	  0.508427
101	  0.513427
102	  0.518427
103	  0.523427
104	  0.528427
105	  0.533427
106	  0.538427
107	  0.543427
108	  0.548427
109	  0.553427
110	  0.558427
111	  0.563427
112	  0.568427
113	  0.573427
114	  0.578427
115	  0.583427
116	  0.588427
117	  0.593427
118	  0.598427
119	  0.603427
120	  0.608427
121	  0.613427
122	  0.618427
123	  0.623427
124	  0.628427
125	  0.633427
126	  0.638427
127	  0.643427
128	  0.648427
129	  0.653427
130	  0.658427
131	  0.663427
132	  0.668427
133	  0.673427
134	  0.678427
135	  0.683427
136	  0.688427
137	  0.693427
138	  0.698427
139	  0.703427
140	  0.708427
141	  0.713427
142	  0.718427
143	  0.723427
144	  0.728427
145	  0.733427
146	  0.738427
147	  0.743427
148	  0.748427
149	  0.753427
150	  0.758427
151	  0.763427
152	  0.768427
153	  0.773427
154	  0.778427
155	  0.783427
156	  0.788427
157	  0.793427
158	  0.798427
159	  0.803427
160	  0.808427
161	  0.813427
162	  0.818427
163	  0.823427
164	  0.828427
165	  0.833427
166	  0.838427
167	  0.843427
168	  0.848427
169	  0.853427
170	  0.858427
171	  0.863427
172	  0.868427
173	  0.873427
174	  0.878427
175	  0.883427
176	  0.888427
177	  0.893427
178	  0.898427
179	  0.903427
180	  0.908427
181	  0.913427
182	  0.918427
183	  0.923427
184	  0.928427
185	  0.933427
186	  0.938427
187	  0.943427
188	  0.948427
189	  0.953427
190	  0.958427
191	  0.963427
192	  0.968427
193	  0.973427
194	  0.978427
195	  0.983427
196	  0.988427
197	  0.993427
198	  0.998427
199	  1.003427
200	  1.008427
201	  1.013427
202	  1.018427
203	  1.023427
204	  1.028427
205	  1.033427
206	  1.038427
207	  1.043427
208	  1.048427
209	  1.053427
210	  1.058427
211	  1.063427
212	  1.068427
213	  1.073427
214	  1.078427
215	  1.083427
216	  1.088427
217	  1.093427
218	  1.098427
219	  1.103427
220	  1.108427
221	  1.113427
222	  1.118427
223	  1.123427
224	  1.128427
225	  1.133427
226	  1.138427
227	  1.143427
228	  1.148427
229	  1.153427
230	  1.158427
231	  1.163427
232	  1.168427
233	  1.173427
234	  1.178427
235	  1.183427
236	  1.188427
237	  1.193427
238	  1.198427
239	  1.203427
240	  1.208427
241	  1.213427
242	  1.218427
243	  1.223427
244	  1.228427
245	  1.233427
246	  1.238427
247	  1.243427
248	  1.248427
249	  1.253427
250	  1.258427
251	  1.263427
252	  1.268427
253	  1.273427
254	  1.278427
255	  1.283427
256	  1.288427
257	  1.293427
258	  1.298427
259	  1.303427
260	  1.308427
261	  1.313427
262	  1.318427
263	  1.323427
264	  1.328427
265	  1.333427
266	  1.338427
267	  1.343427
268	  1.348427
269	  1.353427
270	  1.358427
271	  1.363427
272	  1.368427
273	  1.373427
274	  1.378427
275	  1.383427
276	  1.388427
277	  1.393427
278	  1.398427
279	  1.403427
280	  1.408427
281	  1.413427
282	  1.418427
283	  1.423427
284	  1.428427
285	  1.433427
286	  1.438427
287	  1.443427
288	  1.448427
289	  1.453427
290	  1.458427
291	  1.463427
292	  1.468427
293	  1.473427
294	  1.478427
295	  1.483427
296	  1.488427
297	  1.493427
298	  1.498427
299	  1.503427
300	  1.508427
301	  1.513427
302	  1.518427
303	  1.523427
304	  1.528427
305	  1.533427
306	  1.538427
307	  1.543427
308	  1.548427
309	  1.553427
310	  1.558427
311	  1.563427
312	  1.568427
313	  1.573427
314	  1.578427
315	  1.583427
316	  1.588427
