#!events.txt
# This is a text DVS created by v2e (see https://github.com/SensorsINI/v2e)
# Format is time (float s), x, y, polarity (0=off, 1=on) as specified at http://rpg.ifi.uzh.ch/davis_data.html
# Creation time: 06:10PM April 26 2021
# Creation time: System.currentTimeMillis() 1619428249348
# User name: KCY
0.001043402822688222 192 145 1
0.001043402822688222 149 114 1
0.001043402822688222 197 144 1
0.001043402822688222 173 135 1
0.001043402822688222 345 189 1
0.001043402822688222 170 148 1
0.001043402822688222 153 13 1
0.003130208235234022 151 113 1
0.003130208235234022 190 147 1
0.003130208235234022 178 140 1
0.003130208235234022 148 119 1
0.003130208235234022 188 116 1
0.003130208235234022 192 129 1
0.003130208235234022 74 114 1
0.003130208235234022 178 150 1
0.003130208235234022 192 146 1
0.003130208235234022 194 145 1
0.003130208235234022 191 129 1
0.003130208235234022 175 107 1
0.003130208235234022 165 115 1
0.003130208235234022 160 105 1
0.003130208235234022 158 106 1
0.005217013880610466 180 130 1
0.005217013880610466 153 106 1
0.005217013880610466 193 145 1
0.005217013880610466 167 107 1
0.005217013880610466 182 122 1
0.005217013880610466 184 147 1
0.005217013880610466 185 148 1
0.005217013880610466 178 119 1
0.005217013880610466 158 105 1
0.005217013880610466 152 112 1
0.005217013880610466 305 213 1
0.005217013880610466 293 221 1
0.005217013880610466 195 145 1
0.005217013880610466 186 148 1
0.005217013880610466 178 108 1
0.00730381952598691 175 139 1
0.00730381952598691 158 116 1
0.00730381952598691 320 28 1
0.00730381952598691 189 147 1
0.00730381952598691 186 133 1
0.00730381952598691 156 114 1
0.00730381952598691 239 99 1
0.00730381952598691 158 114 1
0.00730381952598691 198 143 1
0.00730381952598691 155 135 1
0.00730381952598691 182 143 1
0.00730381952598691 165 114 1
0.00730381952598691 188 147 1
0.00730381952598691 194 145 1
0.00730381952598691 175 149 1
0.00730381952598691 197 144 1
0.00730381952598691 196 145 1
0.00730381952598691 156 105 1
0.00730381952598691 157 132 1
0.00730381952598691 177 114 1
0.00730381952598691 188 148 1
0.00730381952598691 197 145 1
0.00730381952598691 177 150 1
0.009390625171363354 154 105 1
0.009390625171363354 187 148 1
0.009390625171363354 159 106 1
0.009390625171363354 195 144 1
0.009390625171363354 153 104 1
0.009390625171363354 191 125 1
0.009390625171363354 153 105 1
0.009390625171363354 157 105 1
0.009390625171363354 156 246 1
0.009390625171363354 195 133 1
0.009390625171363354 190 133 1
0.009390625171363354 155 105 1
0.009390625171363354 161 114 1
0.009390625171363354 68 88 1
0.009390625171363354 192 146 1
0.009390625171363354 194 146 1
0.009390625171363354 198 144 1
0.009390625171363354 185 149 1
0.009390625171363354 176 150 1
0.009390625171363354 189 124 1
0.009390625171363354 184 149 1
0.009390625171363354 189 134 1
0.009390625171363354 184 117 1
0.009390625171363354 179 120 1
0.009390625171363354 186 149 1
0.009390625171363354 193 145 1
0.009390625171363354 161 104 1
0.009390625171363354 170 128 1
0.009390625171363354 177 124 1
0.009390625171363354 196 144 1
0.009390625171363354 185 125 1
0.009390625171363354 190 119 0
0.009390625171363354 190 147 1
0.009390625171363354 314 252 1
0.009390625171363354 183 149 1
0.009390625171363354 195 145 1
0.01147743035107851 195 145 1
0.01147743035107851 193 146 1
0.01147743035107851 181 150 1
0.01147743035107851 197 145 1
0.01147743035107851 176 108 1
0.01147743035107851 191 147 1
0.01147743035107851 197 128 0
0.01147743035107851 183 150 1
0.01147743035107851 191 146 1
0.01147743035107851 196 145 1
0.01147743035107851 195 146 1
0.01147743035107851 179 115 1
0.01147743035107851 163 105 1
0.01147743035107851 158 108 1
0.01147743035107851 132 173 1
0.01147743035107851 175 112 1
0.01147743035107851 195 129 1
0.01147743035107851 185 118 1
0.01147743035107851 179 141 1
0.01147743035107851 179 151 1
0.01147743035107851 169 132 1
0.01147743035107851 194 130 1
0.01147743035107851 192 142 1
0.01147743035107851 196 126 0
0.01147743035107851 183 146 1
0.01147743035107851 195 123 0
0.01147743035107851 193 147 1
0.01147743035107851 157 113 1
0.01147743035107851 186 126 1
0.01147743035107851 197 144 1
