# timestamp, x, y, z, qx, qy, qz, qw
10500000000.000000, -3.181727, -3.846405, 0.000000, 0.665309, 0.239509, 0.239509, 0.665309
10550000000.000000, -3.417398, -3.638960, -0.000000, 0.657448, 0.260312, 0.260312, 0.657448
10600000000.000000, -3.638960, -3.417397, 0.000000, 0.648954, 0.280817, 0.280817, 0.648954
10650000000.000000, -3.846405, -3.181727, 0.000000, 0.639802, 0.301086, 0.301086, 0.639802
10700000000.000000, -4.039198, -2.934733, 0.000000, 0.630039, 0.321015, 0.321015, 0.630039
10750000000.000000, -4.214949, -2.674568, -0.000000, 0.619633, 0.340668, 0.340668, 0.619633
10800000000.000000, -4.376095, -2.405854, 0.000000, 0.608639, 0.359943, 0.359943, 0.608639
10850000000.000000, -4.516936, -2.125252, 0.000000, 0.597021, 0.378901, 0.378901, 0.597021
10900000000.000000, -4.644142, -1.838889, 0.000000, 0.584840, 0.397445, 0.397445, 0.584840
10950000000.000000, -4.747190, -1.542317, 0.000000, 0.572056, 0.415634, 0.415634, 0.572056
11000000000.000000, -4.838975, -1.242652, 0.000000, 0.558733, 0.433379, 0.433379, 0.558733
11050000000.000000, -4.901855, -0.935049, 0.000000, 0.544834, 0.450728, 0.450728, 0.544834
11100000000.000000, -4.957827, -0.626510, 0.000000, 0.530417, 0.467608, 0.467608, 0.530417
11150000000.000000, -4.978913, -0.313255, 0.000000, 0.515459, 0.484047, 0.484048, 0.515459
11200000000.000000, -5.000000, 0.000001, -0.000000, 0.500000, 0.500000, 0.500000, 0.500000
11250000000.000000, -4.978914, 0.313256, 0.000000, 0.484047, 0.515459, 0.515459, 0.484047
11300000000.000000, -4.957828, 0.626512, 0.000000, 0.467608, 0.530418, 0.530418, 0.467608
11350000000.000000, -4.901856, 0.935050, 0.000000, 0.450728, 0.544834, 0.544834, 0.450728
11400000000.000000, -4.838975, 1.242653, 0.000000, 0.433379, 0.558733, 0.558733, 0.433379
11450000000.000000, -4.747191, 1.542318, -0.000000, 0.415634, 0.572056, 0.572056, 0.415634
11500000000.000000, -4.644142, 1.838890, 0.000000, 0.397445, 0.584840, 0.584840, 0.397445
11550000000.000000, -4.516935, 2.125254, 0.000000, 0.378901, 0.597021, 0.597021, 0.378901
11600000000.000000, -4.376094, 2.405855, 0.000000, 0.359943, 0.608639, 0.608639, 0.359943
11650000000.000000, -4.214948, 2.674570, 0.000000, 0.340668, 0.619633, 0.619633, 0.340668
11700000000.000000, -4.039196, 2.934734, 0.000000, 0.321015, 0.630039, 0.630039, 0.321015
11750000000.000000, -3.846405, 3.181728, 0.000000, 0.301086, 0.639802, 0.639802, 0.301086
11800000000.000000, -3.638959, 3.417398, -0.000000, 0.280817, 0.648954, 0.648954, 0.280817
11850000000.000000, -3.417396, 3.638961, 0.000000, 0.260312, 0.657448, 0.657448, 0.260312
11900000000.000000, -3.181727, 3.846406, 0.000000, 0.239509, 0.665309, 0.665309, 0.239509
11950000000.000000, -2.934732, 4.039198, -0.000000, 0.218513, 0.672497, 0.672497, 0.218513
12000000000.000000, -2.674567, 4.214949, 0.000000, 0.197258, 0.679036, 0.679036, 0.197258
12050000000.000000, -2.405854, 4.376096, 0.000000, 0.175855, 0.684891, 0.684891, 0.175855
12100000000.000000, -2.125251, 4.516937, 0.000000, 0.154234, 0.690081, 0.690081, 0.154234
12150000000.000000, -1.838887, 4.644142, 0.000000, 0.132508, 0.694580, 0.694580, 0.132508
12200000000.000000, -1.542315, 4.747191, -0.000000, 0.110607, 0.698403, 0.698403, 0.110607
12250000000.000000, -1.242649, 4.838975, -0.000000, 0.088638, 0.701529, 0.701529, 0.088638
12300000000.000000, -0.935046, 4.901856, 0.000000, 0.066542, 0.703969, 0.703969, 0.066542
12350000000.000000, -0.626508, 4.957827, -0.000000, 0.044413, 0.705711, 0.705711, 0.044413
12400000000.000000, -0.313253, 4.978914, -0.000000, 0.022211, 0.706758, 0.706758, 0.022211
