#!events.txt
# This is a text DVS created by v2e (see https://github.com/SensorsINI/v2e)
# Format is time (float s), x, y, polarity (0=off, 1=on) as specified at http://rpg.ifi.uzh.ch/davis_data.html
# Creation time: 03:34PM April 26 2021
# Creation time: System.currentTimeMillis() 1619418858720
# User name: KCY
0.001043402822688222 157 122 1
0.001043402822688222 147 73 1
0.001043402822688222 148 125 1
0.001043402822688222 158 130 1
0.001043402822688222 156 124 1
0.001043402822688222 157 117 1
0.001043402822688222 182 112 1
0.001043402822688222 215 246 1
0.001043402822688222 157 121 1
0.001043402822688222 192 144 1
0.001043402822688222 165 148 1
0.001043402822688222 157 115 1
0.001043402822688222 158 141 1
0.001043402822688222 157 126 1
0.001043402822688222 155 108 1
0.001043402822688222 172 85 1
0.001043402822688222 158 139 1
0.001043402822688222 196 142 1
0.001043402822688222 152 99 1
0.001043402822688222 157 130 1
0.001043402822688222 158 136 1
0.001043402822688222 146 73 1
0.001043402822688222 157 123 1
0.001043402822688222 148 109 1
0.003130208235234022 159 70 1
0.003130208235234022 157 128 1
0.003130208235234022 156 118 1
0.003130208235234022 156 113 1
0.003130208235234022 157 124 1
0.003130208235234022 158 133 1
0.003130208235234022 155 109 1
0.003130208235234022 156 121 1
0.003130208235234022 158 140 1
0.003130208235234022 158 142 1
0.003130208235234022 157 133 1
0.003130208235234022 154 124 1
0.003130208235234022 190 71 1
0.003130208235234022 157 120 1
0.003130208235234022 202 106 1
0.003130208235234022 188 93 1
0.003130208235234022 147 96 1
0.003130208235234022 43 3 1
0.003130208235234022 159 154 1
0.003130208235234022 156 122 1
0.003130208235234022 171 103 1
0.003130208235234022 151 97 1
0.003130208235234022 154 104 1
0.003130208235234022 158 149 1
0.003130208235234022 159 151 1
0.003130208235234022 175 88 1
0.003130208235234022 157 129 1
0.003130208235234022 156 111 1
0.003130208235234022 155 132 1
0.003130208235234022 151 108 1
0.003130208235234022 158 135 1
0.003130208235234022 156 112 1
0.003130208235234022 156 110 1
0.003130208235234022 157 116 1
0.003130208235234022 157 119 1
0.003130208235234022 199 142 1
0.005217013880610466 156 115 1
0.005217013880610466 159 153 1
0.005217013880610466 188 67 1
0.005217013880610466 156 116 1
0.005217013880610466 156 114 1
0.005217013880610466 159 148 1
0.005217013880610466 159 152 1
0.005217013880610466 155 111 1
0.005217013880610466 186 65 1
0.005217013880610466 181 138 1
0.005217013880610466 154 107 1
0.005217013880610466 157 152 1
0.005217013880610466 154 105 1
0.005217013880610466 147 72 1
0.005217013880610466 193 71 1
0.005217013880610466 156 127 1
0.005217013880610466 157 125 1
0.005217013880610466 155 110 1
0.005217013880610466 157 131 1
0.005217013880610466 334 193 1
0.005217013880610466 92 80 1
0.005217013880610466 92 84 1
0.005217013880610466 149 111 1
0.005217013880610466 189 145 1
0.005217013880610466 181 133 1
0.005217013880610466 157 138 1
0.005217013880610466 159 156 1
0.005217013880610466 155 124 1
0.005217013880610466 197 142 1
0.005217013880610466 157 135 1
0.005217013880610466 149 118 1
0.005217013880610466 150 93 1
0.005217013880610466 152 126 1
0.005217013880610466 188 68 1
0.005217013880610466 150 116 1
0.005217013880610466 157 127 1
0.005217013880610466 157 143 1
0.005217013880610466 153 101 1
0.005217013880610466 158 146 1
0.005217013880610466 187 66 1
0.005217013880610466 155 116 1
0.005217013880610466 147 100 1
0.005217013880610466 201 100 1
0.005217013880610466 158 153 1
0.005217013880610466 158 137 1
0.005217013880610466 157 123 1
0.005217013880610466 157 126 1
0.005217013880610466 192 73 1
0.005217013880610466 158 144 1
0.005217013880610466 194 144 1
0.005217013880610466 157 113 1
0.005217013880610466 158 143 1
0.005217013880610466 191 72 1
0.005217013880610466 200 107 1
0.005217013880610466 158 145 1
0.005217013880610466 199 141 1
0.005217013880610466 158 151 1
0.005217013880610466 198 142 1
0.005217013880610466 156 117 1
0.005217013880610466 167 73 1
0.005217013880610466 159 155 1
0.00730381952598691 192 100 1
0.00730381952598691 157 151 1
0.00730381952598691 158 147 1
0.00730381952598691 154 142 1
0.00730381952598691 153 102 1
0.00730381952598691 181 81 1
0.00730381952598691 158 148 1
0.00730381952598691 156 125 1
0.00730381952598691 152 100 1
0.00730381952598691 145 73 1
0.00730381952598691 37 188 1
0.00730381952598691 192 74 1
0.00730381952598691 195 143 1
0.00730381952598691 153 103 1
0.00730381952598691 158 156 1
0.00730381952598691 184 147 1
0.00730381952598691 157 136 1
0.00730381952598691 154 108 1
0.00730381952598691 186 147 1
0.00730381952598691 157 133 1
0.00730381952598691 151 102 1
0.00730381952598691 153 131 1
0.00730381952598691 158 126 1
0.00730381952598691 155 113 1
0.00730381952598691 158 142 1
0.00730381952598691 148 72 1
0.00730381952598691 158 138 1
0.00730381952598691 153 105 1
0.00730381952598691 156 130 1
0.00730381952598691 186 64 1
0.00730381952598691 157 145 1
0.00730381952598691 150 72 1
0.00730381952598691 159 150 1
0.00730381952598691 149 117 1
0.00730381952598691 158 139 1
0.00730381952598691 156 118 1
0.00730381952598691 157 141 1
0.00730381952598691 156 113 1
0.00730381952598691 154 106 1
0.00730381952598691 151 104 1
0.00730381952598691 152 128 1
0.00730381952598691 157 137 1
0.00730381952598691 158 141 1
0.00730381952598691 193 144 1
0.00730381952598691 157 132 1
0.00730381952598691 157 134 1
0.00730381952598691 157 128 1
0.00730381952598691 196 143 1
0.00730381952598691 146 86 1
0.00730381952598691 158 150 1
0.00730381952598691 156 129 1
0.00730381952598691 155 107 1
0.00730381952598691 261 96 1
0.00730381952598691 157 129 1
0.00730381952598691 189 69 1
0.00730381952598691 147 98 1
0.00730381952598691 153 106 1
0.00730381952598691 153 115 1
0.00730381952598691 156 126 1
0.00730381952598691 156 119 1
0.009390625171363354 157 150 1
0.009390625171363354 156 123 1
0.009390625171363354 157 130 1
0.009390625171363354 156 122 1
0.009390625171363354 156 121 1
0.009390625171363354 149 72 1
0.009390625171363354 189 68 1
0.009390625171363354 155 112 1
0.009390625171363354 155 118 1
0.009390625171363354 155 71 1
0.009390625171363354 155 109 1
0.009390625171363354 158 145 1
0.009390625171363354 155 117 1
0.009390625171363354 157 142 1
0.009390625171363354 155 115 1
0.009390625171363354 158 154 1
0.009390625171363354 153 103 1
0.009390625171363354 68 34 1
0.009390625171363354 159 151 1
0.009390625171363354 190 145 1
0.009390625171363354 151 113 1
0.009390625171363354 156 114 1
0.009390625171363354 156 120 1
0.009390625171363354 155 108 1
0.009390625171363354 158 151 1
0.009390625171363354 153 71 1
0.009390625171363354 158 136 1
0.009390625171363354 158 155 1
0.009390625171363354 153 104 1
0.009390625171363354 149 109 1
0.009390625171363354 199 98 1
0.009390625171363354 150 94 1
0.009390625171363354 155 119 1
0.009390625171363354 157 139 1
0.009390625171363354 193 75 1
0.009390625171363354 157 126 1
0.009390625171363354 199 116 1
0.009390625171363354 158 149 1
0.009390625171363354 198 143 1
