#!events.txt
# This is a text DVS created by v2e (see https://github.com/SensorsINI/v2e)
# Format is time (float s), x, y, polarity (0=off, 1=on) as specified at http://rpg.ifi.uzh.ch/davis_data.html
# Creation time: 06:05PM April 26 2021
# Creation time: System.currentTimeMillis() 1619427935657
# User name: KCY
0.001043402822688222 189 144 1
0.001043402822688222 194 138 1
0.001043402822688222 254 96 1
0.001043402822688222 191 126 1
0.001043402822688222 164 115 1
0.001043402822688222 185 142 1
0.001043402822688222 190 101 1
0.001043402822688222 184 136 1
0.003130208235234022 170 115 1
0.003130208235234022 157 140 1
0.003130208235234022 320 44 1
0.003130208235234022 171 115 1
0.003130208235234022 184 162 1
0.003130208235234022 169 113 1
0.003130208235234022 222 20 1
0.003130208235234022 171 95 1
0.003130208235234022 191 152 1
0.003130208235234022 163 156 1
0.003130208235234022 156 123 1
0.003130208235234022 194 114 1
0.003130208235234022 173 118 1
0.003130208235234022 194 130 1
0.003130208235234022 160 88 1
0.005217013880610466 183 134 1
0.005217013880610466 162 157 1
0.005217013880610466 177 121 1
0.005217013880610466 189 132 1
0.005217013880610466 169 114 1
0.005217013880610466 174 118 1
0.005217013880610466 157 90 1
0.005217013880610466 169 111 1
0.005217013880610466 181 126 1
0.005217013880610466 176 120 1
0.005217013880610466 190 143 1
0.005217013880610466 161 88 1
0.005217013880610466 246 104 1
0.005217013880610466 296 141 0
0.005217013880610466 182 163 1
0.005217013880610466 190 161 1
0.005217013880610466 152 116 1
0.005217013880610466 184 135 1
0.005217013880610466 193 142 1
0.005217013880610466 170 99 1
0.005217013880610466 194 142 1
0.005217013880610466 186 99 1
0.005217013880610466 193 103 1
0.00730381952598691 188 160 1
0.00730381952598691 149 123 1
0.00730381952598691 157 120 1
0.00730381952598691 170 100 1
0.00730381952598691 185 141 1
0.00730381952598691 187 144 1
0.00730381952598691 187 99 1
0.00730381952598691 162 154 1
0.00730381952598691 188 132 1
0.00730381952598691 181 158 1
0.00730381952598691 170 107 1
0.00730381952598691 177 122 1
0.00730381952598691 296 141 1
0.00730381952598691 168 162 1
0.00730381952598691 183 130 1
0.00730381952598691 183 132 1
0.00730381952598691 186 162 1
0.00730381952598691 168 156 1
0.00730381952598691 165 86 1
0.00730381952598691 193 135 1
0.00730381952598691 170 104 1
0.00730381952598691 182 128 1
0.00730381952598691 182 130 1
0.00730381952598691 186 160 1
0.00730381952598691 185 140 1
0.00730381952598691 180 124 1
0.00730381952598691 184 138 1
0.00730381952598691 196 133 1
0.009390625171363354 161 154 1
0.009390625171363354 151 132 1
0.009390625171363354 160 143 1
0.009390625171363354 152 135 1
0.009390625171363354 181 125 1
0.009390625171363354 196 141 1
0.009390625171363354 332 54 1
0.009390625171363354 193 136 1
0.009390625171363354 179 123 1
0.009390625171363354 166 88 1
0.009390625171363354 186 151 1
0.009390625171363354 198 142 1
0.009390625171363354 180 125 1
0.009390625171363354 98 233 1
0.009390625171363354 178 122 1
0.01147743035107851 158 89 1
0.01147743035107851 179 158 1
0.01147743035107851 164 88 1
0.01147743035107851 181 137 1
0.01147743035107851 175 120 1
0.01147743035107851 169 112 1
0.01147743035107851 157 119 1
0.01147743035107851 177 156 1
0.01147743035107851 191 157 1
0.01147743035107851 88 92 1
0.01147743035107851 154 91 1
0.01147743035107851 155 131 1
0.01147743035107851 293 175 1
0.01147743035107851 169 109 1
0.01147743035107851 193 131 1
0.01147743035107851 178 123 1
0.01147743035107851 183 138 1
0.01147743035107851 170 103 1
0.01147743035107851 184 142 1
0.01147743035107851 185 143 1
0.01147743035107851 170 98 1
0.013564236462116241 170 102 1
0.013564236462116241 190 98 0
0.013564236462116241 180 163 1
0.013564236462116241 217 185 1
0.013564236462116241 180 165 1
0.013564236462116241 170 162 1
0.013564236462116241 150 134 1
0.013564236462116241 271 180 1
0.013564236462116241 193 152 1
0.013564236462116241 154 94 1
0.013564236462116241 197 190 1
0.013564236462116241 315 169 1
0.013564236462116241 183 135 1
0.013564236462116241 183 163 1
0.013564236462116241 188 133 1
0.013564236462116241 182 131 1
0.013564236462116241 157 149 1
0.013564236462116241 186 163 1
0.013564236462116241 182 129 1
0.013564236462116241 198 141 1
0.013564236462116241 158 151 1
0.013564236462116241 189 97 0
0.013564236462116241 187 162 1
0.013564236462116241 177 164 1
0.013564236462116241 158 90 1
0.013564236462116241 155 91 1
0.013564236462116241 184 139 1
0.013564236462116241 191 110 1
0.013564236462116241 330 115 1
0.013564236462116241 190 132 1
0.013564236462116241 195 107 0
0.013564236462116241 153 135 1
0.015651041641831398 199 131 0
0.015651041641831398 199 134 0
0.015651041641831398 182 127 1
0.015651041641831398 187 161 1
0.015651041641831398 340 166 1
0.015651041641831398 197 118 0
0.015651041641831398 194 102 0
0.015651041641831398 192 100 0
0.015651041641831398 183 148 1
0.015651041641831398 197 137 1
0.015651041641831398 184 141 1
0.015651041641831398 156 90 1
0.015651041641831398 176 89 1
0.015651041641831398 183 136 1
0.015651041641831398 176 121 1
0.015651041641831398 179 124 1
0.015651041641831398 196 146 1
0.015651041641831398 188 126 1
0.015651041641831398 183 133 1
0.015651041641831398 177 123 1
0.015651041641831398 188 96 0
0.017737846821546555 175 121 1
0.017737846821546555 193 102 0
0.017737846821546555 195 141 1
0.017737846821546555 195 142 1
0.017737846821546555 197 136 1
0.017737846821546555 180 125 1
0.017737846821546555 187 130 1
0.017737846821546555 148 129 1
0.017737846821546555 173 118 1
0.017737846821546555 197 119 0
0.017737846821546555 187 95 0
0.017737846821546555 180 158 1
0.017737846821546555 186 94 0
0.017737846821546555 184 99 1
0.017737846821546555 183 164 1
0.017737846821546555 181 129 1
0.017737846821546555 184 92 0
0.017737846821546555 183 137 1
0.017737846821546555 181 154 1
0.017737846821546555 182 138 1
0.017737846821546555 185 142 1
0.017737846821546555 302 18 1
0.017737846821546555 183 159 1
0.017737846821546555 192 103 1
0.017737846821546555 166 85 1
0.017737846821546555 196 142 1
0.017737846821546555 187 142 1
0.017737846821546555 270 249 1
0.017737846821546555 195 108 0
0.017737846821546555 155 90 1
0.017737846821546555 198 126 0
0.017737846821546555 190 144 1
0.017737846821546555 188 162 1
0.017737846821546555 169 108 1
