#!events.txt
# This is a text DVS created by v2e (see https://github.com/SensorsINI/v2e)
# Format is time (float s), x, y, polarity (0=off, 1=on) as specified at http://rpg.ifi.uzh.ch/davis_data.html
# Creation time: 03:31PM April 26 2021
# Creation time: System.currentTimeMillis() 1619418710636
# User name: KCY
0.001043402822688222 158 92 1
0.001043402822688222 159 118 1
0.001043402822688222 158 104 1
0.001043402822688222 156 127 1
0.001043402822688222 154 124 1
0.001043402822688222 158 77 1
0.001043402822688222 181 113 1
0.001043402822688222 158 112 1
0.001043402822688222 22 39 1
0.001043402822688222 151 120 1
0.001043402822688222 205 220 0
0.001043402822688222 158 108 1
0.001043402822688222 155 79 1
0.001043402822688222 253 200 1
0.001043402822688222 158 83 1
0.001043402822688222 159 124 1
0.001043402822688222 197 129 1
0.001043402822688222 342 91 1
0.001043402822688222 172 105 1
0.001043402822688222 154 106 1
0.001043402822688222 181 127 1
0.001043402822688222 137 59 1
0.001043402822688222 153 80 1
0.001043402822688222 138 46 1
0.001043402822688222 158 121 1
0.001043402822688222 158 123 1
0.001043402822688222 154 99 1
0.001043402822688222 158 76 1
0.001043402822688222 159 136 1
0.001043402822688222 158 134 1
0.001043402822688222 22 64 1
0.001043402822688222 57 22 1
0.001043402822688222 171 89 1
0.001043402822688222 158 114 1
0.003130208235234022 158 126 1
0.003130208235234022 158 132 1
0.003130208235234022 17 88 1
0.003130208235234022 158 116 1
0.003130208235234022 109 80 1
0.003130208235234022 80 84 1
0.003130208235234022 110 79 1
0.003130208235234022 189 129 1
0.003130208235234022 206 18 1
0.003130208235234022 205 220 1
0.003130208235234022 158 118 1
0.003130208235234022 158 97 1
0.003130208235234022 158 95 1
0.003130208235234022 293 21 1
0.003130208235234022 157 78 1
0.003130208235234022 154 75 1
0.003130208235234022 158 110 1
0.003130208235234022 159 119 1
0.003130208235234022 158 128 1
0.003130208235234022 0 14 1
0.003130208235234022 159 139 1
0.003130208235234022 315 52 1
0.003130208235234022 155 116 1
0.003130208235234022 157 77 1
0.003130208235234022 152 129 1
0.003130208235234022 55 130 1
0.003130208235234022 158 90 1
0.003130208235234022 155 95 1
0.003130208235234022 158 131 1
0.003130208235234022 56 193 1
0.003130208235234022 152 99 1
0.003130208235234022 158 109 1
0.003130208235234022 158 119 1
0.003130208235234022 158 115 1
0.003130208235234022 157 81 1
0.003130208235234022 153 102 1
0.003130208235234022 158 100 1
0.003130208235234022 172 124 1
0.003130208235234022 158 111 1
0.003130208235234022 158 107 1
0.003130208235234022 147 78 1
0.003130208235234022 158 129 1
0.003130208235234022 157 84 1
0.003130208235234022 158 125 1
0.003130208235234022 158 104 1
0.003130208235234022 158 101 1
0.003130208235234022 158 113 1
0.003130208235234022 158 85 1
0.003130208235234022 159 129 1
0.003130208235234022 156 76 1
0.003130208235234022 147 75 1
0.003130208235234022 196 75 1
0.003130208235234022 163 85 1
0.005217013880610466 158 94 1
0.005217013880610466 303 34 1
0.005217013880610466 158 120 1
0.005217013880610466 157 115 1
0.005217013880610466 152 114 1
0.005217013880610466 157 80 1
0.005217013880610466 330 39 1
0.005217013880610466 154 107 1
0.005217013880610466 158 124 1
0.005217013880610466 149 120 1
0.005217013880610466 158 105 1
0.005217013880610466 158 86 1
0.005217013880610466 157 101 1
0.005217013880610466 157 125 1
0.005217013880610466 157 93 1
0.005217013880610466 150 95 1
0.005217013880610466 157 85 1
0.005217013880610466 157 76 1
0.005217013880610466 199 134 1
0.005217013880610466 158 123 1
0.005217013880610466 159 126 1
0.005217013880610466 158 136 1
0.005217013880610466 158 91 1
0.005217013880610466 152 120 1
0.005217013880610466 156 116 1
0.005217013880610466 158 102 1
0.005217013880610466 157 91 1
0.005217013880610466 158 103 1
0.005217013880610466 4 116 1
0.005217013880610466 158 80 1
0.005217013880610466 158 99 1
0.005217013880610466 158 137 1
0.005217013880610466 151 122 1
0.005217013880610466 32 35 1
0.005217013880610466 158 117 1
0.005217013880610466 191 37 1
